콘텐츠ID,콘텐츠명_IPS,콘텐츠명_판매채널조회,콘텐츠형태,귀속법인,서비스유형,작가필명,등급,장르,세부장르,담당부서,담당자명,판매채널콘텐츠_전체,지급정산관리_존재_채널수,정산정보없음_채널수,사용안함_채널수,콘텐츠단위_rename_위험,권장조치
261015,룰러바이(Lullaby),룰러바이(Lullaby),웹툰,키다리스튜디오,연재,"CHT,키에,힘찬",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261016,[둘보다는 셋 단편선] 연기 조각,[둘보다는 셋 단편선] 연기 조각,웹툰,키다리스튜디오,연재,기와,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261017,"반했어요, 대리님 [개정판]","반했어요, 대리님 [개정판]",웹툰,키다리스튜디오,연재,"신민영,연킬,허부리",비성인,여성향,로맨스,웹툰사업부,박민지,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261018,[둘보다는 셋 단편선] 서브 다이얼,[둘보다는 셋 단편선] 서브 다이얼,웹툰,키다리스튜디오,연재,묵부,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261019,곤륜마협,곤륜마협,웹툰,키다리스튜디오,연재,"글별자리,왜가리둥지,우유사선",비성인,기타,"액션,스포츠",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261020,[둘보다는 셋 단편선] 늑대들의 밤 시중을 들어라!,[둘보다는 셋 단편선] 늑대들의 밤 시중을 들어라!,웹툰,키다리스튜디오,연재,"숙면,체다",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261021,나의 망한 XXX [개정판],나의 망한 XXX [개정판],웹툰,키다리스튜디오,연재,쌔우,비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261022,늪 속의 불 [개정판],늪 속의 불 [개정판],웹툰,키다리스튜디오,연재,"금은하,세오",비성인,남성향,로맨스판타지,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261024,혼란스럽게,혼란스럽게,웹툰,키다리스튜디오,연재,"J.N.Gigabit,Snap Studio",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261025,[둘보다는 셋 단편선] 무기를 사용해보지 않겠소?,[둘보다는 셋 단편선] 무기를 사용해보지 않겠소?,웹툰,키다리스튜디오,연재,"망생,허부리",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261026,[둘보다는 셋 단편선] 소원을 들어주는 번호,[둘보다는 셋 단편선] 소원을 들어주는 번호,웹툰,키다리스튜디오,연재,과카몰리,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261027,이율배반 [개정판],이율배반 [개정판],웹툰,키다리스튜디오,연재,결,비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261028,[둘보다는 셋 단편선] ACT OUT,[둘보다는 셋 단편선] ACT OUT,웹툰,키다리스튜디오,연재,Jettafield,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261029,[둘보다는 셋 단편선] 앳 미드나잇 인 더 캐슬,[둘보다는 셋 단편선] 앳 미드나잇 인 더 캐슬,웹툰,키다리스튜디오,연재,현철,성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261030,[둘보다는 셋 단편선] 누가 더 잘해?,[둘보다는 셋 단편선] 누가 더 잘해?,웹툰,키다리스튜디오,연재,nanabi,성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261031,[둘보다는 셋 단편선] 다정의 역설,[둘보다는 셋 단편선] 다정의 역설,웹툰,키다리스튜디오,연재,맹랑,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261032,남주는 정중히 사양하겠습니다!,남주는 정중히 사양하겠습니다!,웹툰,키다리스튜디오,연재,김소담,비성인,여성향,"로맨스,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261033,살인귀의 아이를 낳았다,살인귀의 아이를 낳았다,웹툰,키다리스튜디오,연재,,비성인,여성향,로맨스,웹툰사업부,박민지,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261034,굿바이 악마,굿바이 악마,웹툰,키다리스튜디오,연재,,비성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261035,빙의물 여주의 언니입니다만,빙의물 여주의 언니입니다만,웹툰,키다리스튜디오,연재,,비성인,여성향,"로맨스,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261036,길티 플레저,길티 플레저,웹툰,키다리스튜디오,연재,신비,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261037,극락신선,극락신선,웹툰,키다리스튜디오,연재,안정은,비성인,여성향,"로맨스,판타지",웹툰사업부,박민지,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261038,살인마 르웰린 씨의 낭만적인 정찬,살인마 르웰린 씨의 낭만적인 정찬,웹툰,키다리스튜디오,연재,,비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261040,공작부인의 음탕한 초대,공작부인의 음탕한 초대,웹툰,키다리스튜디오,연재,강신정,성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
261041,스킬 복사로 꿀 빱니다,스킬 복사로 꿀 빱니다,웹툰,키다리스튜디오,연재,"김현준,영수,진",비성인,여성향,판타지,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
263930,기사님을 지켜줘,기사님을 지켜줘,웹툰,키다리스튜디오,연재,,비성인,남성향,로맨스판타지,해외사업팀,서수미,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
263975,식사하고 가세요!,식사하고 가세요!,웹툰,키다리스튜디오,연재,,비성인,여성향,"드라마,판타지",해외사업팀,이한별,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
266043,메디컬 환생(외부유통),메디컬 환생(외부유통),웹툰,키다리스튜디오,연재,,비성인,여성향,드라마,웹툰사업부,박민지,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
266044,플라잉 하이(외부유통),플라잉 하이(외부유통),웹툰,키다리스튜디오,연재,"김민호(빵스튜디오),박하루나(하루나스튜디오)",성인,여성향,기타,웹툰사업부,박민지,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
275870,남노,남노,웹툰,키다리스튜디오,연재,"길현경,김상희",성인,여성향,"로맨스,드라마",소싱1팀,최세은,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
278046,마음이이끄는대로,마음이이끄는대로,웹툰,키다리스튜디오,연재,,비성인,여성향,로맨스판타지,IP프로듀싱팀,이도원,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
282467,더이상 사랑하지 않는다,더이상 사랑하지 않는다,웹툰,키다리스튜디오,연재,,비성인,여성향,로맨스판타지,웹툰사업부,박민지,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295496,아사벼리 - 이지환  로맨스소설 [완결],아사벼리 - 이지환  로맨스소설 [완결],소설,키다리스튜디오,연재,,비성인,여성향,로맨스,소설사업부,김정원,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295514,도토리나라의다람은행(New2013재능동화46은행원),도토리나라의다람은행(New2013재능동화46은행원),소설,키다리스튜디오,단행본,,비성인,여성향,,소설사업부,김정원,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295517,빙애,빙애,소설,키다리스튜디오,,,비성인,여성향,로맨스,소설사업부,김정원,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295521,얼음공주루나(New2013재능동화23피겨스케이터),얼음공주루나(New2013재능동화23피겨스케이터),소설,키다리스튜디오,단행본,,비성인,여성향,,소설사업부,김정원,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295525,제2회S문학공모수상작-오난희,제2회S문학공모수상작-오난희,소설,키다리스튜디오,,,성인,여성향,로맨스,소설사업부,김정원,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295552,사자애(使者愛) [단행본],사자애(使者愛) [단행본],소설,키다리스튜디오,단행본,,비성인,여성향,로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295558,열망의 시작,열망의 시작,소설,키다리스튜디오,단행본,,성인,여성향,로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295582,RPG시티[완결],RPG시티[완결],소설,키다리스튜디오,연재,,비성인,남성향,판타지,소설편집팀,천승민,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295607,대륙의검,대륙의검,소설,키다리스튜디오,,,비성인,남성향,무협,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295614,[세트] 질풍록 疾風錄 (19금/전6권/완결),[세트] 질풍록 疾風錄 (19금/전6권/완결),소설,키다리스튜디오,단행본,,비성인,남성향,판타지,소설편집팀,홍지표,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295626,까마귀 우는 밤에,까마귀 우는 밤에,소설,키다리스튜디오,연재,,비성인,남성향,판타지,소설유통팀,김성경,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295631,드래곤 레어에 조난당했다,드래곤 레어에 조난당했다,소설,키다리스튜디오,연재,,비성인,남성향,판타지,소설편집팀,천승민,13,0,13,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
295637,벽력후,벽력후,소설,키다리스튜디오,단행본,,비성인,남성향,무협,소설편집팀,홍지표,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
306160,40대 다시한번 공부에 미쳐라,40대 다시한번 공부에 미쳐라,소설,키다리스튜디오,단행본,,비성인,기타,일반서,소설유통팀,김성경,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
306163,이환경 대하역사소설 - 태조 왕건,이환경 대하역사소설 - 태조 왕건,소설,키다리스튜디오,단행본,,비성인,기타,역사,소설유통팀,김성경,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
308318,대기업 말단이 일을 잘함,대기업 말단이 일을 잘함,웹툰,키다리스튜디오,연재,,비성인,남성향,현대판타지,웹툰사업부,박민지,5,0,5,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
309283,"전속은 곤란합니다, 공작님","전속은 곤란합니다, 공작님",웹툰,키다리스튜디오,연재,,비성인,여성향,로맨스판타지,IP프로듀싱팀,강성영,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
311369,찰나와 영겁의 사랑,찰나와 영겁의 사랑,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
311602,당신의 뜻대로 하소서,당신의 뜻대로 하소서,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
311619,비밀스런 이안,비밀스런 이안,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
311660,a matter of time,a matter of time,소설,키다리스튜디오,,,-,,BL,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
311808,꿀 발랐음(외전 포함),꿀 발랐음(외전 포함),소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
311880,가차없는 그대,가차없는 그대,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
311992,월영 골동품 감정첩,월영 골동품 감정첩,소설,키다리스튜디오,,,-,,기타,소설유통팀,김성경,8,0,8,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
312482,외계인을 만나다,외계인을 만나다,소설,키다리스튜디오,,,-,,BL,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
312586,피도 눈물도 없는 용사,피도 눈물도 없는 용사,소설,키다리스튜디오,,,-,,판타지,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
312703,악마님은 접속 중,악마님은 접속 중,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
312715,조선굴기,조선굴기,소설,키다리스튜디오,,,-,,판타지,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
312736,달콤한 인질,달콤한 인질,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
312763,우편배달부 하나키 토우코 시리즈,우편배달부 하나키 토우코 시리즈,소설,키다리스튜디오,,,-,,기타,소설유통팀,김성경,6,0,6,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
312848,고양이의 안주인이 되어버렸다,고양이의 안주인이 되어버렸다,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,24,0,24,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
313566,뚝배기 깨러 왔습니다,뚝배기 깨러 왔습니다,소설,키다리스튜디오,,,-,,판타지,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
313626,러브 인 커피,러브 인 커피,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
313873,블루 크리스마스,블루 크리스마스,소설,키다리스튜디오,,,-,,BL,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
313912,FFF급 관심용사,FFF급 관심용사,소설,키다리스튜디오,,,-,,판타지,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
313939,스카이씨,스카이씨,소설,키다리스튜디오,,,-,,판타지,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
314172,한별이 내리다,한별이 내리다,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
314186,"갑질 하는 남자, 갑이 된 여자","갑질 하는 남자, 갑이 된 여자",소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
314266,다이나,다이나,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
314445,황새냉이  -외계인을 만나다 외전-,황새냉이  -외계인을 만나다 외전-,소설,키다리스튜디오,,,-,,BL,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
314483,순간에 빠지다,순간에 빠지다,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
314677,십팔센티미터,십팔센티미터,소설,키다리스튜디오,,,-,,BL,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
314726,롸잇 나우[합본],롸잇 나우[합본],소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
314962,테스트 2,테스트 2,소설,키다리스튜디오,,,-,,,소설유통팀,김성경,6,0,6,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
314985,나와 시노부 씨의 미스터리 펫숍,나와 시노부 씨의 미스터리 펫숍,소설,키다리스튜디오,,,-,,기타,소설유통팀,김성경,7,0,7,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
315077,문라이트 플라워,문라이트 플라워,소설,키다리스튜디오,,,-,,BL,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
315254,음란검객,음란검객,소설,키다리스튜디오,,,-,,,소설유통팀,김성경,7,0,7,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
315351,내 제자가 귀신일리 없다,내 제자가 귀신일리 없다,소설,키다리스튜디오,,,-,,판타지,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
315353,내가 히틀러라니!,내가 히틀러라니!,소설,키다리스튜디오,,,-,,판타지,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
315395,후카가와 텐구 삼자매,후카가와 텐구 삼자매,소설,키다리스튜디오,,,-,,,소설유통팀,김성경,6,0,6,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
315463,키스할까요,키스할까요,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
315632,네가 떠난 후,네가 떠난 후,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,24,0,24,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
315713,뜨거운 달 1부,뜨거운 달 1부,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
315759,초차원게임 넵튠 하이스쿨,초차원게임 넵튠 하이스쿨,소설,키다리스튜디오,,,-,,판타지,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
315954,롸잇 나우,롸잇 나우,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
316003,히스벨,히스벨,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
316041,아이노쿠사비,아이노쿠사비,소설,키다리스튜디오,,,-,,BL,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
316178,하렘나이트,하렘나이트,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
316568,군주,군주,소설,키다리스튜디오,,,-,,,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
316648,넌 내게 찍혔어,넌 내게 찍혔어,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
316839,까마귀 전당포의 수상한 장부,까마귀 전당포의 수상한 장부,소설,키다리스튜디오,,,-,,기타,소설유통팀,김성경,5,0,5,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
316876,위험한 프러포즈,위험한 프러포즈,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
316921,러브메이킹 프로젝트,러브메이킹 프로젝트,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
317184,잭팟을 터트리다 (19금 삽화본),잭팟을 터트리다 (19금 삽화본),소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
317244,오전 0시의 라디오 방송국,오전 0시의 라디오 방송국,소설,키다리스튜디오,,,-,,,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
317353,드라마 올킬,드라마 올킬,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
317820,GPS,GPS,소설,키다리스튜디오,,,-,,기타,소설유통팀,김성경,6,0,6,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
318011,철학카페에서 작가를 만나다,철학카페에서 작가를 만나다,소설,키다리스튜디오,,,-,,,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
318184,"뻔, 뻔한 속셈","뻔, 뻔한 속셈",소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
318185,사랑니,사랑니,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
318202,원나잇 노썸씽(15세 개정판),원나잇 노썸씽(15세 개정판),소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,24,0,24,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
318264,윤재인의 컬러시리즈,윤재인의 컬러시리즈,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,15,0,15,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
318289,기막힌 연애,기막힌 연애,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
318335,The SECRET 비밀,The SECRET 비밀,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
318555,로맨틱 밸런타인,로맨틱 밸런타인,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
318814,잘못된 결혼: 나의 뱀파이어 남편,잘못된 결혼: 나의 뱀파이어 남편,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,24,0,24,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
318824,"프라하, 그 유혹의 밤","프라하, 그 유혹의 밤",소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
318941,우아한 본능,우아한 본능,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
319096,타오르는 달(달 시리즈 2부),타오르는 달(달 시리즈 2부),소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
319121,다 벗겨 주겠어!,다 벗겨 주겠어!,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
319209,비밀스런 그녀,비밀스런 그녀,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
319333,명군이 되어보세!,명군이 되어보세!,소설,키다리스튜디오,,,-,,판타지,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
319360,이너피스 요가,이너피스 요가,소설,키다리스튜디오,,,-,,,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
319558,체인지 허즈번드,체인지 허즈번드,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
319573,가출천사 육성계약,가출천사 육성계약,소설,키다리스튜디오,,,-,,판타지,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
319642,F(에프),F(에프),소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
319740,깊고도 강렬한,깊고도 강렬한,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
319789,이상한 고양이 연립주택,이상한 고양이 연립주택,소설,키다리스튜디오,,,-,,,소설유통팀,김성경,8,0,8,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
319922,원하고 원망하다,원하고 원망하다,소설,키다리스튜디오,,,-,,로맨스,소설유통팀,김성경,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
320273,미명의추적자[완전판],미명의추적자[완전판],웹툰,키다리스튜디오,연재,,성인,여성향,로맨스판타지,웹툰사업부,이혜정,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
320277,왕자님은 양파따위에 울지 않는다,왕자님은 양파따위에 울지 않는다,웹툰,키다리스튜디오,연재,,비성인,여성향,로맨스판타지,IP프로듀싱팀,강성영,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
320283,카카오 선투자_소구장 작가_2차,카카오 선투자_소구장 작가_2차,소설,키다리스튜디오,연재,,비성인,남성향,무협,소설편집팀,김경민,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
320694,20250401_카카오 선투자_구로수번 작가_9차_주식회사 카카오엔터테인먼트,20250401_카카오 선투자_구로수번 작가_9차_주식회사 카카오엔터테인먼트,소설,키다리스튜디오,연재,,비성인,남성향,무협,소설편집팀,한재현,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
320715,<회귀한 아포칼립스의 폭군> 및 카카오페이지 서비스 작품 일체,<회귀한 아포칼립스의 폭군> 및 카카오페이지 서비스 작품 일체,소설,키다리스튜디오,연재,,비성인,남성향,판타지,소설편집팀,김경민,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
320716,<걸황무적> 및 카카오페이지 서비스 작품 일체,<걸황무적> 및 카카오페이지 서비스 작품 일체,소설,키다리스튜디오,연재,,비성인,남성향,무협,소설편집팀,김경민,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
