판정등급,조치,플랫폼,S2판매채널명,S2판매채널ID,거래처코드,거래처명,판매채널콘텐츠ID,콘텐츠ID,콘텐츠명,정제키,판매채널콘텐츠_콘텐츠형태,지급정산관리_존재,정산서샘플_등장,사용안함_사용금지_표식,지급정산관리_판매채널명,지급정산관리_콘텐츠명,지급정산관리_콘텐츠ID,정산서샘플_등장파일
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,192469,111572,구룡겁,구룡겁,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,192808,111607,군(軍),군,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,198225,112460,대상천하,대상천하,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,837125,295631,드래곤 레어에 조난당했다,드래곤레어에조난당했다,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,206738,113754,삼랑소,삼랑소,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,209290,114193,십교종사,십교종사,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,209371,114204,십왕책(개정판),십왕책,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,218700,115659,천하군림가,천하군림가,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,116524,115816,칠기무제(무삭제 개정판),칠기무제,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,220160,115944,태양천자,태양천자,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
