묶음ID,순번,원버킷,감리버킷,추천판정,판매채널,현재정제키,행수,원문예시,best_same_score,same_channel_candidates,best_any_score,any_channel_candidates,S2존재채널,S2제목예시,priority
OTHER_05,228,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",카카오페이지(소설),교수님과하룻밤을보낼거야,1,교수님과 하룻밤을 보낼 거야[단독선공개],0.0,,1.0,1.0::리디북스(소설)::교수님과 하룻밤을 보낼 거야::859954,리디북스(소설),교수님과 하룻밤을 보낼 거야,3
OTHER_05,230,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",판무림,섹스로지배한다,1,섹스로 지배한다,0.0,,1.0,1.0::구글(소설)::섹스로 지배한다::567992 || 1.0::리디북스(소설)::섹스로 지배한다::164663 || 1.0::무툰(소설 서비스)::섹스로 지배한다::164664 || 1.0::미소설::섹스로 지배한다::164665 || 1.0::미스터블루(소설)::섹스로 지배한다::164666,"구글(소설), 리디북스(소설), 무툰(소설 서비스), 미소설, 미스터블루(소설), 밀리의 서재, 북큐브(소설), 블라이스_인앱결제, 블라이스_일반결제, 스낵북(알에스), 에피루스 이북클럽(B2C), 원스토어(소설), 웹소설 하이북, 윌라(전자책), 한아름(P000003716)",섹스로 지배한다,3
OTHER_05,231,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",판무림,수를읽는남자세상을바꾸는컨설턴트,1,수를 읽는 남자 : 세상을 바꾸는 컨설턴트,0.0,,1.0,1.0::구글(소설)::수를 읽는 남자 : 세상을 바꾸는 컨설턴트::629545 || 1.0::네이버_연재::수를 읽는 남자 : 세상을 바꾸는 컨설턴트::488831 || 1.0::네이버_연재(광고수익)::수를 읽는 남자 : 세상을 바꾸는 컨설턴트::488823 || 1.0::네이버_장르::수를 읽는 남자 : 세상을 바꾸는 컨설턴트::804397 || 1.0::리디북스(소설)::수를 읽는 남자 : 세상을 바꾸는 컨설턴트::108329,"구글(소설), 네이버_연재, 네이버_연재(광고수익), 네이버_장르, 리디북스(소설), 무툰(소설 서비스), 문피아, 미소설, 미스터블루(소설), 북큐브(소설), 북팔(소설), 블라이스_인앱결제, 블라이스_일반결제, 스낵북(알에스), 원스토어(소설), 웹소설 하이북, 조아라(소설), 카카오페이지(소설), 카카오페이지(창작지원금), 한아름(P000003716)",수를 읽는 남자 : 세상을 바꾸는 컨설턴트,3
OTHER_05,232,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",한아름(P000003716),검무흔,1,검무흔(개정판. 무삭제본),0.0,,1.0,1.0::구글(소설)::[연재] 검무흔(개정판. 무삭제본)::568042 || 1.0::미소설::[연재] 검무흔(개정판. 무삭제본)::175625 || 1.0::미스터블루(소설)::[연재] 검무흔(개정판. 무삭제본)::836444 || 1.0::스토린랩(원스토어)::[연재] 검무흔(개정판. 무삭제본)::873797 || 1.0::웹소설 하이북::[연재] 검무흔(개정판. 무삭제본)::175629,"구글(소설), 미소설, 미스터블루(소설), 스토린랩(원스토어), 웹소설 하이북",[연재] 검무흔(개정판. 무삭제본),3
OTHER_05,233,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",한아름(P000003716),골때리는엄마들,1,골 때리는 엄마들,0.0,,1.0,1.0::Yes24(서점)::골 때리는 엄마들::565277 || 1.0::교보문고(소설)::골 때리는 엄마들::565276 || 1.0::구글(소설)::골 때리는 엄마들::109842 || 1.0::네이버_장르(광고수익)::골 때리는 엄마들::673155 || 1.0::리디북스(소설)::골 때리는 엄마들::567694,"Yes24(서점), 교보문고(소설), 구글(소설), 네이버_장르(광고수익), 리디북스(소설), 리디북스(이벤트), 무툰(소설 서비스), 블라이스 셀렉트, 알라딘(소설)(1068659313), 원스토어(소설)",골 때리는 엄마들,3
OTHER_05,234,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",한아름(P000003716),홀로서기,1,홀로서기,0.0,,1.0,1.0::로망띠끄::홀로서기(개정판)::117081,로망띠끄,홀로서기(개정판),3
OTHER_05,235,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",한아름(P000003716),황성고검,1,황성고검,0.0,,1.0,1.0::미스터블루(소설)::황성고검::836596 || 1.0::웹소설 하이북::황성고검::223474,"미스터블루(소설), 웹소설 하이북",황성고검,3
NOS2_02,67,NOS2,D_any_channel_strong_but_not_same,다른 채널 강후보만 있음. 채널 없음/채널명 기준 확인,카카오페이지(소설),백치공주시리즈,3,백치 공주 시리즈,0.0,,1.0,1.0::봄툰KR(1068149784)::백치공주::160040,,,4
NOS2_01,31,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,원스토어(소설),고인물무림에가다,10,"고인물, 무림에 가다",0.0,,0.91,0.91::네이버_연재::고인물 무림에 가다_갈드_창작지원금::901052 || 0.91::네이버_장르::고인물 무림에 가다_갈드_창작지원금::901059 || 0.91::무툰(소설 서비스)::고인물 무림에 가다_갈드_창작지원금::901082 || 0.91::조아라(소설)::고인물 무림에 가다_갈드_창작지원금::901680 || 0.91::카카오페이지(선투자)::고인물 무림에 가다_갈드_창작지원금::901947,,,5
NOS2_01,33,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,카카오페이지(선투자),독식하는재벌세,10,독식하는 재벌 3세 | 독식하는 재벌 3세 [단행본],0.0,,0.9231,0.9231::교보문고(소설)::1980 독식하는 재벌!::673477 || 0.9231::구글(소설)::1980 독식하는 재벌!::673476 || 0.9231::네이버_연재::1980 독식하는 재벌!::488558 || 0.9231::네이버_연재(광고수익)::1980 독식하는 재벌!::488560 || 0.9231::네이버_장르(광고수익)::1980 독식하는 재벌!::673478,,,5
NOS2_01,36,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,구글(소설),고인물무림에가다,9,"고인물, 무림에 가다 1권 | [10%할인] 고인물, 무림에 가다 1권",0.0,,0.91,0.91::네이버_연재::고인물 무림에 가다_갈드_창작지원금::901052 || 0.91::네이버_장르::고인물 무림에 가다_갈드_창작지원금::901059 || 0.91::무툰(소설 서비스)::고인물 무림에 가다_갈드_창작지원금::901082 || 0.91::조아라(소설)::고인물 무림에 가다_갈드_창작지원금::901680 || 0.91::카카오페이지(선투자)::고인물 무림에 가다_갈드_창작지원금::901947,,,5
NOS2_02,65,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,원스토어(소설),아포칼립스인데나혼자농사,3,아포칼립스인데 나 혼자 농사,0.0,,0.91,0.91::Yes24(서점)::0_아포칼립스인데나혼자농사_이루이_일반::846375 || 0.91::구글(소설)::0_아포칼립스인데나혼자농사_이루이_일반::846367 || 0.91::네이버_장르::0_아포칼립스인데나혼자농사_이루이_일반::809361 || 0.91::리디북스(소설)::0_아포칼립스인데나혼자농사_이루이_일반::489273 || 0.91::알라딘(소설)(1068659313)::0_아포칼립스인데나혼자농사_이루이_일반::901450,,,5
NOS2_02,90,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,카카오페이지(소설),아포칼립스인데나혼자농사,2,아포칼립스인데 나 혼자 농사,0.0,,0.91,0.91::Yes24(서점)::0_아포칼립스인데나혼자농사_이루이_일반::846375 || 0.91::구글(소설)::0_아포칼립스인데나혼자농사_이루이_일반::846367 || 0.91::네이버_장르::0_아포칼립스인데나혼자농사_이루이_일반::809361 || 0.91::리디북스(소설)::0_아포칼립스인데나혼자농사_이루이_일반::489273 || 0.91::알라딘(소설)(1068659313)::0_아포칼립스인데나혼자농사_이루이_일반::901450,,,5
NOS2_03,108,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,구글(소설),야한연극의ts주인공이되었다,1,야한 연극의 TS 주인공이 되었다 1권,0.0,,0.91,0.91::Yes24(서점)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::878921 || 0.91::교보문고(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::857905 || 0.91::네이버_연재::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::869286 || 0.91::네이버_장르::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::879209 || 0.91::리디북스(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::870811,,,5
NOS2_03,120,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,네이버_연재,아포칼립스인데나혼자농사,1,아포칼립스인데 나 혼자 농사 [독점],0.0,,0.91,0.91::Yes24(서점)::0_아포칼립스인데나혼자농사_이루이_일반::846375 || 0.91::구글(소설)::0_아포칼립스인데나혼자농사_이루이_일반::846367 || 0.91::네이버_장르::0_아포칼립스인데나혼자농사_이루이_일반::809361 || 0.91::리디북스(소설)::0_아포칼립스인데나혼자농사_이루이_일반::489273 || 0.91::알라딘(소설)(1068659313)::0_아포칼립스인데나혼자농사_이루이_일반::901450,,,5
NOS2_03,125,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,네이버_장르,독식하는재벌세,1,독식하는 재벌 3세 [단행본],0.0,,0.9231,0.9231::교보문고(소설)::1980 독식하는 재벌!::673477 || 0.9231::구글(소설)::1980 독식하는 재벌!::673476 || 0.9231::네이버_연재::1980 독식하는 재벌!::488558 || 0.9231::네이버_연재(광고수익)::1980 독식하는 재벌!::488560 || 0.9231::네이버_장르(광고수익)::1980 독식하는 재벌!::673478,,,5
NOS2_03,130,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,네이버_장르,야한규칙으로다따먹음,1,야한 규칙으로 다 따먹음 [단행본],0.0,,0.91,0.91::Yes24(서점)::0_야한규칙으로 다 따먹음_파워레인젖_일반::889829 || 0.91::교보문고(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787 || 0.91::구글(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::901106 || 0.91::네이버_연재::0_야한규칙으로 다 따먹음_파워레인젖_일반::869284 || 0.91::무툰(소설 서비스)::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,,,5
NOS2_03,136,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,리디북스(소설),고인물무림에가다,1,"고인물, 무림에 가다 1화",0.0,,0.91,0.91::네이버_연재::고인물 무림에 가다_갈드_창작지원금::901052 || 0.91::네이버_장르::고인물 무림에 가다_갈드_창작지원금::901059 || 0.91::무툰(소설 서비스)::고인물 무림에 가다_갈드_창작지원금::901082 || 0.91::조아라(소설)::고인물 무림에 가다_갈드_창작지원금::901680 || 0.91::카카오페이지(선투자)::고인물 무림에 가다_갈드_창작지원금::901947,,,5
NOS2_06,280,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,조아라(소설),아포칼립스인데나혼자농사,1,아포칼립스인데 나 혼자 농사,0.0,,0.91,0.91::Yes24(서점)::0_아포칼립스인데나혼자농사_이루이_일반::846375 || 0.91::구글(소설)::0_아포칼립스인데나혼자농사_이루이_일반::846367 || 0.91::네이버_장르::0_아포칼립스인데나혼자농사_이루이_일반::809361 || 0.91::리디북스(소설)::0_아포칼립스인데나혼자농사_이루이_일반::489273 || 0.91::알라딘(소설)(1068659313)::0_아포칼립스인데나혼자농사_이루이_일반::901450,,,5
NOS2_06,281,NOS2,E_any_channel_review_but_not_same,다른 채널 근접후보만 있음. 데이터/채널 기준 확인,조아라(소설),야한연극의ts주인공이되었다,1,야한 연극의 TS 주인공이 되었다 (단행본),0.0,,0.91,0.91::Yes24(서점)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::878921 || 0.91::교보문고(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::857905 || 0.91::네이버_연재::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::869286 || 0.91::네이버_장르::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::879209 || 0.91::리디북스(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::870811,,,5
NOS2_01,4,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,리디북스(소설),아이돌공략법으로데뷔합니다,324,아이돌 공략법으로 데뷔합니다 130화 | 아이돌 공략법으로 데뷔합니다 131화 | 아이돌 공략법으로 데뷔합니다 101화 | 아이돌 공략법으로 데뷔합니다 102화 | 아이돌 공략법으로 데뷔합니다 103화 | 아이돌 공략법으로 데뷔합니다 104화,0.0,,0.0,,,,6
NOS2_01,5,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,원스토어(소설),ex급만능사제가되었다,313,EX급 만능사제가 되었다,0.0,,0.0,,,,6
NOS2_01,6,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,리디북스(소설),ex급만능사제가되었다,187,EX급 만능사제가 되었다 27화 | EX급 만능사제가 되었다 28화 | EX급 만능사제가 되었다 29화 | EX급 만능사제가 되었다 30화 | EX급 만능사제가 되었다 31화 | EX급 만능사제가 되었다 32화,0.0,,0.0,,,,6
NOS2_01,7,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,리디북스(소설),sm클럽암캐가된여자들,180,[e북]SM클럽 -암캐가 된 여자들- 2권 | [e북]SM클럽 -암캐가 된 여자들- 3권 | [e북]SM클럽 -암캐가 된 여자들- 4권 | [e북]SM클럽 -암캐가 된 여자들- 5권 | SM클럽 -암캐가 된 여자들- 268화 | SM클럽 -암캐가 된 여자들- 266화,0.0,,0.0,,,,6
NOS2_01,8,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,원스토어(소설),다따먹점혈법,176,다따먹점혈법,0.0,,0.0,,,,6
NOS2_01,10,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,리디북스(소설),사립루레인학원시리즈,151,사립 루레인 학원 시리즈 152화 | 사립 루레인 학원 시리즈 153화 | 사립 루레인 학원 시리즈 154화 | 사립 루레인 학원 시리즈 155화 | 사립 루레인 학원 시리즈 156화 | 사립 루레인 학원 시리즈 157화,0.0,,0.0,,,,6
NOS2_01,11,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,Yes24(서점),악작현대au,106,[BL] 악작 현대AU 특별외전 | [BL] 악작 현대AU (외전),0.0,,0.0,,,,6
NOS2_01,14,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,판무림,다따먹점혈법,77,다따먹점혈법,0.0,,0.0,,,,6
NOS2_01,18,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,한아름(P000003716),다따먹점혈법,48,[연재] 다따먹점혈법,0.0,,0.0,,,,6
NOS2_01,22,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,리디북스(소설),보수적이라며팬티는왜벗어,36,보수적이라며 팬티는 왜 벗어? 17화 | 보수적이라며 팬티는 왜 벗어? 18화 | 보수적이라며 팬티는 왜 벗어? 19화 | 보수적이라며 팬티는 왜 벗어? 20화 | 보수적이라며 팬티는 왜 벗어? 21화 | 보수적이라며 팬티는 왜 벗어? 22화,0.0,,0.0,,,,6
NOS2_01,28,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,교보문고(소설),금검지,13,금검지 12 | 금검지 1 | 금검지 2 | 금검지 3 | 금검지 4 | 금검지 5,0.0,,0.0,,,,6
NOS2_01,32,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,원스토어(소설),시간의마에스트로,10,시간의 마에스트로,0.0,,0.0,,,,6
NOS2_01,35,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,교보문고(소설),소설황당무계,9,소설 황당무계 1 | 소설 황당무계 2 | 소설 황당무계 3 | 소설 황당무계 4 | 소설 황당무계 5 | 소설 황당무계 6,0.0,,0.0,,,,6
NOS2_01,37,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,원스토어(소설),sm클럽암캐가된여자들,9,SM클럽 -암캐가 된 여자들-,0.0,,0.0,,,,6
NOS2_01,39,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,카카오페이지(선투자),연봉조신입사원,8,연봉 1조 신입사원,0.0,,0.0,,,,6
NOS2_01,40,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,교보문고(소설),소림대협,7,소림대협 1 | 소림대협 2 | 소림대협 3 | 소림대협 4 | 소림대협 5 | 소림대협 6,0.0,,0.0,,,,6
NOS2_01,43,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,한아름(P000003716),무유지,7,무유지,0.0,,0.0,,,,6
NOS2_01,44,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,교보문고(소설),악작현대au,6,악작. 현대AU 외전 | 악작. 현대AU 특별외전,0.0,,0.0,,,,6
NOS2_01,45,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,구글(소설),보수적이라며팬티는왜벗어,6,보수적이라며 팬티는 왜 벗어? 1권,0.0,,0.0,,,,6
NOS2_01,47,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,알라딘(소설)(1068659313),용사무적,6,용사무적 1 | 용사무적 2,0.0,,0.0,,,,6
NOS2_01,48,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,원스토어(소설),독검,6,독검,0.0,,0.0,,,,6
NOS2_01,49,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,카카오페이지(소설),함부로동정하지말것,6,함부로 동정하지 말 것 [19세 완전판] | 함부로 동정하지 말 것,0.0,,0.0,,,,6
NOS2_01,50,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,교보문고(소설),용쟁혈투,5,용쟁혈투 1 | 용쟁혈투 2 | 용쟁혈투 3 | 용쟁혈투 4 | 용쟁혈투 5,0.0,,0.0,,,,6
NOS2_02,51,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,리디북스(소설),스피크오브더데블,5,[e북]스피크 오브 더 데블(Speak Of The Devil) 5권 (완결) | [e북]스피크 오브 더 데블(Speak Of The Devil) 4권 | [e북]스피크 오브 더 데블(Speak Of The Devil) 1권 | [e북]스피크 오브 더 데블(Speak Of The Devil) 2권 | [e북]스피크 오브 더 데블(Speak Of The Devil) 3권,0.0,,0.0,,,,6
NOS2_02,52,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,교보문고(소설),중원지,4,중원지 1 | 중원지 2 | 중원지 3 | 중원지 4,0.0,,0.0,,,,6
NOS2_02,54,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,원스토어(소설),나는작가다,4,[기한대]나는 작가다,0.0,,0.0,,,,6
NOS2_02,55,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,윌라(전자책),보수적이라며팬티는왜벗어,4,보수적이라며 팬티는 왜 벗어? 1 | 보수적이라며 팬티는 왜 벗어? 2 | 보수적이라며 팬티는 왜 벗어? 3 | 보수적이라며 팬티는 왜 벗어? 4,0.0,,0.0,,,,6
NOS2_02,56,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,카카오페이지(선투자),월드스타가될운명입니다,4,월드스타가 될 운명입니다,0.0,,0.8571,0.8571::판무림::탑스타가 될 운명입니다::652706,,,6
NOS2_02,57,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,카카오페이지(소설),아이돌공략법으로데뷔합니다,4,아이돌 공략법으로 데뷔합니다,0.0,,0.0,,,,6
NOS2_02,58,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,판무림,검웅영제,4,검웅영제(무삭제 개정판),0.0,,0.0,,,,6
NOS2_02,59,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,판무림,천의역근참수기,4,천의역근참수기,0.0,,0.0,,,,6
NOS2_02,60,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,한아름(P000003716),검,4,검(劍),0.0,,0.0,,,,6
NOS2_02,61,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,한아름(P000003716),금검지,4,금검지,0.0,,0.0,,,,6
NOS2_02,62,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,구글(소설),검,3,검(劍) 1권,0.0,,0.0,,,,6
NOS2_02,66,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,카카오페이지(선투자),rpg시티,3,RPG시티[완결],0.0,,0.0,,,,6
NOS2_02,68,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,카카오페이지(소설),사립루레인학원시리즈,3,사립루레인학원 시리즈,0.0,,0.0,,,,6
NOS2_02,70,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,판무림,팔왕예조,3,팔왕예조,0.0,,0.0,,,,6
NOS2_02,71,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,구글(소설),교시연애영역,2,[BL] 9교시 연애영역 1권,0.0,,0.0,,,,6
NOS2_02,72,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,구글(소설),내가키운용사가나에게집착한다,2,내가 키운 용사가 나에게 집착한다 1권,0.8571,0.8571::내가 키운 용사가 나한테 집착한다::853038,0.8571,0.8571::구글(소설)::내가 키운 용사가 나한테 집착한다::853038 || 0.8571::네이버_연재::내가 키운 용사가 나한테 집착한다::858610 || 0.8571::네이버_장르::내가 키운 용사가 나한테 집착한다::869277 || 0.8571::리디북스(소설)::내가 키운 용사가 나한테 집착한다::567672 || 0.8571::무툰(소설 서비스)::내가 키운 용사가 나한테 집착한다::164391,,,6
NOS2_02,74,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,구글(소설),용사무적,2,용사무적 1권,0.0,,0.0,,,,6
NOS2_02,75,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,구글(소설),집사와수상한계약을,2,[19금] 집사와 수상한 계약을 1권,0.0,,0.0,,,,6
NOS2_02,76,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,구글(소설),혈무연,2,[10%할인] 혈무연 1 | [10%할인] 혈무연 3 (완결),0.0,,0.0,,,,6
NOS2_02,84,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,알라딘(소설)(1068659313),메소드로맨스웹툰출간기념수인메소드비스트로맨스,2,[BL] 메소드 로맨스 (개정판) 웹툰 출간 기념 수인 외전: 메소드 비스트 로맨스,0.0,,0.0,,,,6
NOS2_02,87,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,웹소설 하이북,검웅영제,2,검웅영제(무삭제 개정판) | 검웅영제(무삭제 개정판) [단행본],0.0,,0.0,,,,6
NOS2_02,89,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,카카오페이지(소설),나는작가다,2,나는 작가다![연재],0.0,,0.0,,,,6
NOS2_02,91,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,판무림,보수적이라며팬티는왜벗어,2,보수적이라며 팬티는 왜 벗어?,0.0,,0.0,,,,6
NOS2_02,93,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,한아름(P000003716),색녀,2,색녀,0.0,,0.0,,,,6
NOS2_02,94,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,한아름(P000003716),태양천자,2,태양천자,0.0,,0.0,,,,6
NOS2_02,95,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,Yes24(서점),메소드로맨스메소드비스트로맨스,1,[BL] 메소드 로맨스 (웹툰 출간 기념 수인 외전) : 메소드 비스트 로맨스,0.0,,0.0,,,,6
NOS2_02,97,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,교보문고(소설),김석산파이브,1,김석산 파이브,0.0,,0.0,,,,6
NOS2_02,98,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,교보문고(소설),메소드로맨스메소드비스트로맨스,1,메소드 로맨스(개정판). 외전 : 메소드 비스트 로맨스,0.0,,0.0,,,,6
NOS2_02,99,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,교보문고(소설),무유지,1,무유지 8,0.0,,0.0,,,,6
NOS2_03,102,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,교보문고(소설),협골단심,1,협골단심 1,0.0,,0.0,,,,6
NOS2_03,103,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,구글(소설),너의빛깔너의향기,1,[BL] 너의 빛깔 너의 향기 1권,0.0,,0.0,,,,6
NOS2_03,104,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,구글(소설),"년의실종,재회그리고",1,[19금] 4년의 실종， 재회 그리고 1권,0.0,,0.0,,,,6
NOS2_03,105,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,구글(소설),달달물이라며,1,[BL] 달달물이라며 1권,0.0,,0.0,,,,6
NOS2_03,106,NOS2,F_no_near_s2_candidate,S2 전체 근접후보 약함. 지급정산 데이터 없음 가능성 높음,구글(소설),붉은심장에올라탄중사,1,[19금] 붉은 심장에 올라탄 중사 1권,0.0,,0.0,,,,6
