청구정산마스터ID,계약ID,판매채널ID,판매채널명,대표콘텐츠명,정제_대표콘텐츠명,청구정산상태,승인상태,거래처명,계약명,계약종료일,계약콘텐츠수,담당자,담당부서,분리사유
600387,78415,554,레진JP(봄툰B2BC)(F000000019),공공재가 된 아버지!,공공재가된아버지,운영중,승인,레진엔터테인먼트,20250508_혼몽_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600386,78415,554,레진JP(봄툰B2BC)(F000000019),믹스 업(mix-up),믹스업,운영중,승인,레진엔터테인먼트,20250508_혼몽_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600385,78415,554,레진JP(봄툰B2BC)(F000000019),당신이 방심한 사이,당신이방심한사이,운영중,승인,레진엔터테인먼트,20250508_혼몽_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600384,78415,554,레진JP(봄툰B2BC)(F000000019),반전의 반전의 반전,반전의반전의반전,운영중,승인,레진엔터테인먼트,20250508_혼몽_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600383,78415,554,레진JP(봄툰B2BC)(F000000019),섬씽 임파서블,섬씽임파서블,운영중,승인,레진엔터테인먼트,20250508_혼몽_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600382,78415,554,레진JP(봄툰B2BC)(F000000019),식후경,식후경,운영중,승인,레진엔터테인먼트,20250508_혼몽_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600381,78415,554,레진JP(봄툰B2BC)(F000000019),안개 바다 위의 샤베트,안개바다위의샤베트,운영중,승인,레진엔터테인먼트,20250508_혼몽_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600380,78415,554,레진JP(봄툰B2BC)(F000000019),원룸 조교님,원룸조교님,운영중,승인,레진엔터테인먼트,20250508_혼몽_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600379,78415,554,레진JP(봄툰B2BC)(F000000019),혼몽,혼몽,운영중,승인,레진엔터테인먼트,20250508_혼몽_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600378,78362,545,태국-카카오,마음이 이끄는 대로,마음이이끄는대로,운영중,승인,주식회사 카카오엔터테인먼트,20250507_마음이 이끄는 대로_주식회사 카카오엔터테인먼트,2025-04-01,1,이한별,해외사업팀,청구정산 후보
600377,78261,563,벨툰JP(봄툰B2BC)(F000000019),공공재가 된 아버지!,공공재가된아버지,종료,승인,레진엔터테인먼트,20250429_공공재가 된 아버지!_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600376,78261,554,레진JP(봄툰B2BC)(F000000019),공공재가 된 아버지!,공공재가된아버지,종료,승인,레진엔터테인먼트,20250429_공공재가 된 아버지!_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600375,78260,563,벨툰JP(봄툰B2BC)(F000000019),믹스 업(mix-up),믹스업,종료,승인,레진엔터테인먼트,20250429_mix-up_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600374,78260,554,레진JP(봄툰B2BC)(F000000019),믹스 업(mix-up),믹스업,종료,승인,레진엔터테인먼트,20250429_mix-up_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600373,78259,563,벨툰JP(봄툰B2BC)(F000000019),당신이 방심한 사이,당신이방심한사이,종료,승인,레진엔터테인먼트,20250429_당신이 방심한 사이_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600372,78259,554,레진JP(봄툰B2BC)(F000000019),당신이 방심한 사이,당신이방심한사이,종료,승인,레진엔터테인먼트,20250429_당신이 방심한 사이_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600371,78258,563,벨툰JP(봄툰B2BC)(F000000019),반전의 반전의 반전,반전의반전의반전,종료,승인,레진엔터테인먼트,20250429_반전의 반전의 반전_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600370,78258,554,레진JP(봄툰B2BC)(F000000019),반전의 반전의 반전,반전의반전의반전,종료,승인,레진엔터테인먼트,20250429_반전의 반전의 반전_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600369,78256,563,벨툰JP(봄툰B2BC)(F000000019),섬씽 임파서블,섬씽임파서블,종료,승인,레진엔터테인먼트,20250429_섬씽 임파서블_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600368,78256,554,레진JP(봄툰B2BC)(F000000019),섬씽 임파서블,섬씽임파서블,종료,승인,레진엔터테인먼트,20250429_섬씽 임파서블_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600367,78255,563,벨툰JP(봄툰B2BC)(F000000019),식후경,식후경,종료,승인,레진엔터테인먼트,20250429_식후경_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600366,78255,554,레진JP(봄툰B2BC)(F000000019),식후경,식후경,종료,승인,레진엔터테인먼트,20250429_식후경_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600365,78254,563,벨툰JP(봄툰B2BC)(F000000019),안개 바다 위의 샤베트,안개바다위의샤베트,종료,승인,레진엔터테인먼트,20250429_안개 바다 위의 샤베트_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600364,78254,554,레진JP(봄툰B2BC)(F000000019),안개 바다 위의 샤베트,안개바다위의샤베트,종료,승인,레진엔터테인먼트,20250429_안개 바다 위의 샤베트_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600363,78252,563,벨툰JP(봄툰B2BC)(F000000019),원룸 조교님,원룸조교님,종료,승인,레진엔터테인먼트,20250429_원룸 조교님_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600362,78252,554,레진JP(봄툰B2BC)(F000000019),원룸 조교님,원룸조교님,종료,승인,레진엔터테인먼트,20250429_원룸 조교님_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600361,78251,563,벨툰JP(봄툰B2BC)(F000000019),혼몽,혼몽,종료,승인,레진엔터테인먼트,20250429_혼몽_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600360,78251,554,레진JP(봄툰B2BC)(F000000019),혼몽,혼몽,종료,승인,레진엔터테인먼트,20250429_혼몽_레진엔터테인먼트,2025-05-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600359,78240,461,스토리위즈,럽미닥터!,럽미닥터,종료,승인,스토리위즈,20250430_친구말고_스토리위즈,2025-04-30,1,이혜정,Sql Error,청구정산 후보
600358,78240,461,스토리위즈,웰던 (WELL DONE),웰던,종료,승인,스토리위즈,20250430_친구말고_스토리위즈,2025-04-30,1,이혜정,Sql Error,청구정산 후보
600357,78240,461,스토리위즈,친구말고,친구말고,종료,승인,스토리위즈,20250430_친구말고_스토리위즈,2025-04-30,1,이혜정,Sql Error,청구정산 후보
600356,78239,461,스토리위즈,럽미닥터!,럽미닥터,운영중,승인,스토리위즈,20250430_친구말고_스토리위즈,2025-04-30,1,이혜정,Sql Error,청구정산 후보
600355,78239,461,스토리위즈,웰던 (WELL DONE),웰던,운영중,승인,스토리위즈,20250430_친구말고_스토리위즈,2025-04-30,1,이혜정,Sql Error,청구정산 후보
600354,78239,461,스토리위즈,친구말고,친구말고,운영중,승인,스토리위즈,20250430_친구말고_스토리위즈,2025-04-30,1,이혜정,Sql Error,청구정산 후보
600349,78192,1040,프랑스-에디8,외과의사 엘리제,외과의사엘리제,운영중,승인,Edi8,20231101_외과의사 엘리제_Edi8,2023-11-01,1,신수민,Sql Error,청구정산 후보
600348,78175,31,카카오페이지(선투자),백작가의사생아가결혼하면,백작가의사생아가결혼하면,운영중,승인,주식회사 카카오엔터테인먼트,20250428_백작가의사생아가결혼하면_주식회사 카카오엔터테인먼트,2025-04-01,1,박민지,Sql Error,청구정산 후보
600347,78167,31,카카오페이지(선투자),(카카오) 언어의 주인이란,언어의주인이란,운영중,승인,주식회사 카카오엔터테인먼트,20250428_(카카오) 언어의 주인이란_주식회사 카카오엔터테인먼트,2025-04-28,1,홍지표,소설1팀,청구정산 후보
600345,78156,31,카카오페이지(선투자),<복수하는 김에 재벌도 되겠습니다> 및 카카오페이지 서비스 작품 일체,복수하는김에재벌도되겠습니다및카카오페이지서비스작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250428_<복수하는 김에 재벌도 되겠습니다> 및 카카오페이지 서비스 작품 일체_주식회사 카카오엔터테인먼트,2025-04-28,1,천승민,소설1팀,청구정산 후보
600343,78088,31,카카오페이지(선투자),<전설급 영웅은 아카데미 우등생> 및 카카오페이지 서비스 작품 일체,전설급영웅은아카데미우등생및카카오페이지서비스작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250424_<전설급 영웅은 아카데미 우등생> 및 카카오페이지 서비스 작품 일체_주식회사 카카오엔터테인먼트,2025-04-24,1,천승민,소설1팀,청구정산 후보
600342,78084,31,카카오페이지(선투자),[정산정보없음]_<걸황무적> 및 카카오페이지 서비스 작품 일체,걸황무적및카카오페이지서비스작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250424_송재일 카카오 선투자_주식회사 카카오엔터테인먼트,2025-04-24,1,김경민,소설1팀,청구정산 후보
600341,78082,31,카카오페이지(선투자),<회귀한 아포칼립스의 폭군> 및 카카오페이지 서비스 작품 일체,회귀한아포칼립스의폭군및카카오페이지서비스작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250424_<회귀한 아포칼립스의 폭군> 및 카카오페이지 서비스 작품 일체 _주식회사 카카오엔터테인먼트,2025-04-01,1,김경민,소설1팀,청구정산 후보
600340,78080,1215,다산북스,이웃집 길드원,이웃집길드원,운영중,승인,다산북스,20250424_이웃집 길드원(단행본)_다산북스,2025-04-24,1,정민교,디렉터/IP개발팀,청구정산 후보
600339,78058,31,카카오페이지(선투자),20250401_카카오 선투자_구로수번 작가_9차_주식회사 카카오엔터테인먼트,카카오선투자구로수번작가차주식회사카카오엔터테인먼트,운영중,승인,주식회사 카카오엔터테인먼트,20250423_20250401_카카오 선투자_구로수번 작가_9차_주식회사 카카오엔터테인먼트_주식회사 카카오엔터테인먼트,2025-04-23,1,한재현,소설1팀,청구정산 후보
600338,78055,1209,대만-seekpage,세번째 결말,세번째결말,운영중,승인,SeekPage Culture Ltd,20250422_세번째 결말_SeekPage Culture Ltd,2025-04-22,1,김수영,해외출판사업팀,청구정산 후보
600337,78023,31,카카오페이지(선투자),악마는 레이디를 키운다,악마는레이디를키운다,운영중,승인,주식회사 카카오엔터테인먼트,20250421_악마는 레이디를 키운다_주식회사 카카오엔터테인먼트,2025-04-01,1,박민지,Sql Error,청구정산 후보
600335,77955,313,태국-코미코(봄툰B2BC)(F000000198),운동 좋아하세요?,운동좋아하세요,운영중,승인,"Kidaristudio (Thailand) Co., Ltd.","20250415_운동 좋아하세요?_Kidaristudio (Thailand) Co., Ltd.",2024-10-10,1,최세은,봄툰콘텐츠팀,청구정산 후보
600334,77954,313,태국-코미코(봄툰B2BC)(F000000198),내겐 너무 다정한 보스,내겐너무다정한보스,운영중,승인,"Kidaristudio (Thailand) Co., Ltd.","20250415_내겐 너무 다정한 보스_Kidaristudio (Thailand) Co., Ltd.",2024-11-18,1,최세은,봄툰콘텐츠팀,청구정산 후보
600333,77950,1205,대만-건행문화,하프 오브 미,하프오브미,운영중,승인,"Chien Hsing Publishing Co.,Ltd","20250414_하프 오브 미_Chien Hsing Publishing Co.,Ltd",2025-04-14,1,김수영,해외출판사업팀,청구정산 후보
600332,77940,563,벨툰JP(봄툰B2BC)(F000000019),절대복수선언,절대복수선언,운영중,승인,레진엔터테인먼트,20250411_절대복수선언_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600331,77940,554,레진JP(봄툰B2BC)(F000000019),절대복수선언,절대복수선언,운영중,승인,레진엔터테인먼트,20250411_절대복수선언_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600330,77917,1204,네이버-스페인,외과의사 엘리제,외과의사엘리제,운영중,승인,네이버웹툰 유한회사,20250410_외과의사 엘리제_네이버웹툰 유한회사,2025-03-18,2,서수미,해외사업팀,청구정산 후보
600329,77917,1081,미국-네이버,외과의사 엘리제,외과의사엘리제,운영중,승인,네이버웹툰 유한회사,20250410_외과의사 엘리제_네이버웹툰 유한회사,2025-03-18,2,서수미,해외사업팀,청구정산 후보
600328,77870,430,넷플릭스,멍뭉이,멍뭉이,운영중,승인,"Netflix Worldwide Entertainment, LLC","20250409_멍뭉이_Netflix Worldwide Entertainment, LLC",2024-08-21,64,이희연,Sql Error,청구정산 후보
600327,77869,430,넷플릭스,그녀가 죽었다,그녀가죽었다,운영중,승인,"Netflix Worldwide Entertainment, LLC","20250409_그녀가 죽었다_Netflix Worldwide Entertainment, LLC",2024-08-21,1,이희연,Sql Error,청구정산 후보
600326,77864,563,벨툰JP(봄툰B2BC)(F000000019),로맨틱미스터리,로맨틱미스터리,운영중,승인,레진엔터테인먼트,20250409_로맨틱미스터리_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600325,77864,554,레진JP(봄툰B2BC)(F000000019),로맨틱미스터리,로맨틱미스터리,운영중,승인,레진엔터테인먼트,20250409_로맨틱미스터리_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600324,77861,547,인도네시아-네이버,빛과 그림자,빛과그림자,운영중,승인,네이버웹툰 유한회사,20250318_빛과 그림자_네이버웹툰 유한회사,2025-03-18,1,서수미,해외사업팀,청구정산 후보
600322,77848,534,중국-콰이칸,루시아,루시아,운영중,승인,"Beijing Kuaikan Dimensional Information Technology Co., Ltd.","20250408_루시아_Beijing Kuaikan Dimensional Information Technology Co., Ltd.",2019-05-17,1,이한별,해외사업팀,청구정산 후보
600320,77830,546,태국-네이버,"반했어요, 대리님",반했어요대리님,운영중,승인,네이버웹툰 유한회사,"20250407_반했어요, 대리님_네이버웹툰 유한회사",2025-04-07,1,이한별,해외사업팀,청구정산 후보
600319,77825,547,인도네시아-네이버,외과의사 엘리제,외과의사엘리제,운영중,승인,네이버웹툰 유한회사,20250318_외과의사 엘리제_네이버웹툰 유한회사,2025-03-18,1,서수미,해외사업팀,청구정산 후보
600318,77824,563,벨툰JP(봄툰B2BC)(F000000019),석산이 머문 자리,석산이머문자리,운영중,승인,레진엔터테인먼트,20250407_석산이 머문 자리_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600317,77824,554,레진JP(봄툰B2BC)(F000000019),석산이 머문 자리,석산이머문자리,운영중,승인,레진엔터테인먼트,20250407_석산이 머문 자리_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600316,77823,563,벨툰JP(봄툰B2BC)(F000000019),기원의 제,기원의제,운영중,승인,레진엔터테인먼트,20250407_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600315,77823,554,레진JP(봄툰B2BC)(F000000019),기원의 제,기원의제,운영중,승인,레진엔터테인먼트,20250407_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600314,77822,563,벨툰JP(봄툰B2BC)(F000000019),러브 피스 크레이지,러브피스크레이지,운영중,승인,레진엔터테인먼트,20250407_러브 피스 크레이지_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600313,77822,554,레진JP(봄툰B2BC)(F000000019),러브 피스 크레이지,러브피스크레이지,운영중,승인,레진엔터테인먼트,20250407_러브 피스 크레이지_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600312,77821,563,벨툰JP(봄툰B2BC)(F000000019),파효,파효,운영중,승인,레진엔터테인먼트,20250407_파효_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600311,77821,554,레진JP(봄툰B2BC)(F000000019),파효,파효,운영중,승인,레진엔터테인먼트,20250407_파효_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600310,77820,563,벨툰JP(봄툰B2BC)(F000000019),순정을 사수하라!,순정을사수하라,운영중,승인,레진엔터테인먼트,20250407_순정을 사수하라!_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600309,77820,554,레진JP(봄툰B2BC)(F000000019),순정을 사수하라!,순정을사수하라,운영중,승인,레진엔터테인먼트,20250407_순정을 사수하라!_레진엔터테인먼트,2025-04-15,1,최세은,봄툰콘텐츠팀,청구정산 후보
600308,77812,31,카카오페이지(선투자),백작가의사생아가결혼하면,백작가의사생아가결혼하면,운영중,승인,주식회사 카카오엔터테인먼트,20250404_백작가의사생아가결혼하면_주식회사 카카오엔터테인먼트,2025-03-01,1,박민지,Sql Error,청구정산 후보
600307,77811,31,카카오페이지(선투자),(카카오) 언어의 주인이란,언어의주인이란,운영중,승인,주식회사 카카오엔터테인먼트,20250404_(카카오) 언어의 주인이란_주식회사 카카오엔터테인먼트,2025-04-04,1,홍지표,소설1팀,청구정산 후보
600306,77810,31,카카오페이지(선투자),(카카오선투자) 강동호 작가 작품 일체,강동호작가작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250404_(카카오선투자) 강동호 작가 작품 일체_주식회사 카카오엔터테인먼트,2025-04-04,1,홍지표,소설1팀,청구정산 후보
600303,77805,31,카카오페이지(선투자),카카오 선투자_소구장 작가_2차,카카오선투자소구장작가차,운영중,승인,주식회사 카카오엔터테인먼트,20250403_카카오 선투자_소구장 작가_2차_주식회사 카카오엔터테인먼트,2025-04-03,1,김경민,소설1팀,청구정산 후보
600302,77782,1183,CGN(온누리 선교재단),그리스도 디 오리진,그리스도디오리진,운영중,승인,재단법인 온누리 선교재단,20250403_그리스도 디 오리진_재단법인 온누리 선교재단,2025-03-21,1,이희연,Sql Error,청구정산 후보
600301,77781,444,MBN,뷰티풀 뱀파이어,뷰티풀뱀파이어,운영중,승인,(주)매일방송,20250403_뷰티풀 뱀파이어_(주)매일방송,2025-03-19,9,이희연,Sql Error,청구정산 후보
600300,77759,563,벨툰JP(봄툰B2BC)(F000000019),턴 오버,턴오버,운영중,승인,레진엔터테인먼트,20250402_턴 오버_레진엔터테인먼트,2024-06-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600299,77759,554,레진JP(봄툰B2BC)(F000000019),턴 오버,턴오버,운영중,승인,레진엔터테인먼트,20250402_턴 오버_레진엔터테인먼트,2024-06-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600298,77723,1013,독일-페이퍼툰즈,물가의밤,물가의밤,운영중,승인,Papertoons GmbH,20250625_물가의밤_Papertoons GmbH,2024-06-25,1,신수민,해외출판사업팀,청구정산 후보
600297,77723,1200,독일-페이퍼툰즈,물가의밤,물가의밤,운영중,승인,Papertoons GmbH,20250625_물가의밤_Papertoons GmbH,2024-06-25,1,신수민,해외출판사업팀,청구정산 후보
600296,77722,1200,독일-페이퍼툰즈,체크메이트,체크메이트,운영중,승인,Papertoons GmbH,20240229_체크메이트_Papertoons GmbH,2024-02-29,1,신수민,해외출판사업팀,청구정산 후보
600295,77722,1013,독일-페이퍼툰즈,체크메이트,체크메이트,운영중,승인,Papertoons GmbH,20240229_체크메이트_Papertoons GmbH,2024-02-29,1,신수민,해외출판사업팀,청구정산 후보
600294,77715,31,카카오페이지(선투자),카카오 선투자_소구장 작가_2차,카카오선투자소구장작가차,운영중,승인취소,주식회사 카카오엔터테인먼트,20250401_불사검마_주식회사 카카오엔터테인먼트,2025-03-01,1,김경민,소설1팀,청구정산 후보
600293,77698,461,스토리위즈,곤륜마협,곤륜마협,운영중,승인,스토리위즈,20250401_곤륜마협_스토리위즈,2025-03-31,4,이혜정,Sql Error,청구정산 후보
600287,77648,475,벨툰JP(레진엔터테인먼트),턴 오버,턴오버,운영중,승인,레진엔터테인먼트,20250328_턴 오버_레진엔터테인먼트,2024-06-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600286,77648,268,레진JP(레진엔터테인먼트),턴 오버,턴오버,운영중,승인,레진엔터테인먼트,20250328_턴 오버_레진엔터테인먼트,2024-06-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600281,77639,449,아시아나IDT,1승,승,운영중,승인,아시아나IDT,20250327_1승_아시아나IDT,2025-03-25,1,이희연,Sql Error,청구정산 후보
600279,77632,449,아시아나IDT,그녀가 죽었다,그녀가죽었다,운영중,승인,아시아나IDT,20250327_그녀가 죽었다_아시아나IDT,2025-03-17,1,이희연,Sql Error,청구정산 후보
600278,77631,1002,대만-리브북스,새벽구름강,새벽구름강,운영중,승인,"REVE BOOKS CO., LTD","20241201_새벽구름강_REVE BOOKS CO., LTD",2024-12-01,1,신수민,해외출판사업팀,청구정산 후보
600277,77630,1161,태국-퍼스트러브,새벽구름강,새벽구름강,운영중,승인,"First Love Pro Co., Ltd","20250122_새벽구름강_First Love Pro Co., Ltd",2025-01-22,1,신수민,해외출판사업팀,청구정산 후보
600276,77624,475,벨툰JP(레진엔터테인먼트),운룡풍호,운룡풍호,운영중,승인,레진엔터테인먼트,20250327_운룡풍호_레진엔터테인먼트,2024-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600275,77624,268,레진JP(레진엔터테인먼트),운룡풍호,운룡풍호,운영중,승인,레진엔터테인먼트,20250327_운룡풍호_레진엔터테인먼트,2024-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600270,77615,1193,일본-프론티어웍스,페이백,페이백,운영중,승인,Frontier Works,20230701_페이백_Frontier Works,2023-07-01,1,신수민,해외출판사업팀,청구정산 후보
600269,77614,1193,일본-프론티어웍스,솔라이클립스,솔라이클립스,운영중,승인,Frontier Works,20220801_솔라이클립스_Frontier Works,2022-08-01,1,신수민,해외출판사업팀,청구정산 후보
600265,77601,1190,일본-카도카와,금발의정령사,금발의정령사,운영중,승인,KADOKAWA CORPORATION,20201116_금발의정령사_KADOKAWA CORPORATION,2020-11-16,1,신수민,해외출판사업팀,청구정산 후보
600264,77600,1190,일본-카도카와,빛과그림자,빛과그림자,운영중,승인,KADOKAWA CORPORATION,20200701_빛과그림자_KADOKAWA CORPORATION,2020-07-01,1,신수민,해외출판사업팀,청구정산 후보
600263,77599,1190,일본-카도카와,세기의 악녀,세기의악녀,운영중,승인,KADOKAWA CORPORATION,20200701_세기의 악녀_KADOKAWA CORPORATION,2025-03-26,1,신수민,해외출판사업팀,청구정산 후보
600262,77598,1190,일본-카도카와,디어도어,디어도어,운영중,승인,KADOKAWA CORPORATION,20200701_디어도어_KADOKAWA CORPORATION,2020-07-01,1,신수민,해외출판사업팀,청구정산 후보
600261,77597,1190,일본-카도카와,외과의사 엘리제,외과의사엘리제,운영중,승인,KADOKAWA CORPORATION,20230901_외과의사 엘리제_KADOKAWA CORPORATION,2023-09-01,1,신수민,해외출판사업팀,청구정산 후보
600254,77578,439,CNTV,연인,연인,운영중,승인,(주)씨엔티브이(CNTV),20250326_연인_(주)씨엔티브이(CNTV),2025-03-07,34,이희연,Sql Error,청구정산 후보
600251,77505,31,카카오페이지(선투자),[사용안함]_카카오페이지-선투자-북홀릭,카카오페이지선투자북홀릭,운영중,승인,주식회사 카카오엔터테인먼트,20250324_카카오페이지-선투자-북홀릭_주식회사 카카오엔터테인먼트,2025-03-24,1,조원재,소설1팀,청구정산 후보
600249,77496,1187,[IP프듀] 위즈덤하우스,[CP웹툰] 정의되지 않은 XX,정의되지않은xx,운영중,승인,주식회사 위즈덤하우스,240215_웹툰 콘텐츠 제작 및 이용 허락 계약서_정의되지 않은 XX_위즈덤하우스,2024-12-25,1,노종아,IP프로듀싱팀,청구정산 후보
600248,77490,31,카카오페이지(선투자),[IP웹툰] 폭군 남편이 어쩐지 조신해졌다,폭군남편이어쩐지조신해졌다,운영중,승인,주식회사 카카오엔터테인먼트,20250324_[IP웹툰] 폭군 남편이 어쩐지 조신해졌다_주식회사 카카오엔터테인먼트,2025-03-01,1,박민지,Sql Error,청구정산 후보
600245,77468,1184,익산공공영상미디어센터,1승,승,운영중,승인,익산공공영상미디어센터,20250321_1승_익산공공영상미디어센터,2025-03-13,1,-,Sql Error,청구정산 후보
600244,77461,446,유로커뮤니케이션,1승,승,운영중,승인,유로커뮤니케이션,20250321_1승_유로커뮤니케이션,2025-02-26,1,-,Sql Error,청구정산 후보
600243,77460,1182,씨제이이엔엠(영상클립사용),잔 뒤 바리,잔뒤바리,운영중,승인,주식회사 씨제이이엔엠,20250321_잔 뒤 바리_주식회사 씨제이이엔엠,2025-02-04,1,-,Sql Error,청구정산 후보
600242,77414,431,디즈니플러스,1승,승,운영중,승인,월트디즈니컴퍼니코리아 유한책임회사,20250320_1승_월트디즈니컴퍼니코리아 유한책임회사,2025-01-01,1,-,Sql Error,청구정산 후보
600241,77412,30,카카오페이지(창작지원금),아이싱,아이싱,운영중,승인,주식회사 카카오엔터테인먼트,20250320_아이싱_주식회사 카카오엔터테인먼트,2024-11-13,1,박민지,Sql Error,청구정산 후보
600240,77412,469,카카오페이지(웹툰),아이싱,아이싱,운영중,승인,주식회사 카카오엔터테인먼트,20250320_아이싱_주식회사 카카오엔터테인먼트,2024-11-13,1,박민지,Sql Error,청구정산 후보
600239,77384,1181,배리어프리 영화위훤회,멍뭉이,멍뭉이,운영중,승인,사단법인 배리어프리영화위원회,20250319_멍뭉이_사단법인 배리어프리영화위원회,2023-03-01,1,-,Sql Error,청구정산 후보
600238,77374,451,클립영상 사용,잔 뒤 바리,잔뒤바리,운영중,승인,주식회사 씨제이이엔엠,20250319_잔 뒤 바리_주식회사 씨제이이엔엠,2025-02-04,1,-,Sql Error,청구정산 후보
600237,77372,432,CJ ENM,1승,승,운영중,승인,주식회사 씨제이이엔엠,20250319_1승_주식회사 씨제이이엔엠,2025-02-07,7,-,Sql Error,청구정산 후보
600234,77290,460,스타로,모던아파트 - 경성 1930,모던아파트경성,운영중,승인,주식회사 스타로,20250317_모던아파트 - 경성 1930_주식회사 스타로,2025-02-28,1,박민지,Sql Error,청구정산 후보
600233,77286,31,카카오페이지(선투자),"전속은 곤란합니다, 공작님",전속은곤란합니다공작님,운영중,승인,주식회사 카카오엔터테인먼트,"20250317_전속은 곤란합니다, 공작님_주식회사 카카오엔터테인먼트",2025-02-01,1,박민지,Sql Error,청구정산 후보
600231,77230,454,네이버(웹툰),대기업 말단이 일을 잘함,대기업말단이일을잘함,운영중,승인,네이버웹툰 주식회사,20250313_대기업 말단이 일을 잘함_네이버웹툰 주식회사,2024-09-19,1,박민지,Sql Error,청구정산 후보
600230,77230,33,네이버_장르(광고수익),대기업 말단이 일을 잘함,대기업말단이일을잘함,운영중,승인,네이버웹툰 주식회사,20250313_대기업 말단이 일을 잘함_네이버웹툰 주식회사,2024-09-19,1,박민지,Sql Error,청구정산 후보
600229,77230,37,네이버_장르,대기업 말단이 일을 잘함,대기업말단이일을잘함,운영중,승인,네이버웹툰 주식회사,20250313_대기업 말단이 일을 잘함_네이버웹툰 주식회사,2024-09-19,1,박민지,Sql Error,청구정산 후보
